time,region,policy_name,policy_category,policy_tags,policy_summary,link,adcode
2025/10/24,重庆市,《重庆市美丽城市建设实施方案》,政策制度,美丽中国,旨在加快建设绿色低碳、环境优美、生态宜居、安全健康、智慧高效的美丽重庆。分阶段提出到2035年，城市绿色生产生活方式广泛形成，全面形成智慧高效、多元共治的超大城市生态环境治理体系。明确稳步提高城市生态宜居品质、切实保障城市环境健康安全、分层建设城市各类“美丽细胞”等六大任务。,https://www.cq.gov.cn/ywdt/jrcq/202510/t20251025_15112120.html,500000
2025/10/28,福建省,《福建省深化新能源上网电价市场化改革 促进新能源高质量发展实施方案》,政策制度,"电价市场化,新能源",旨在促进福建省新能源高质量发展，建立新能源可持续发展价格结算机制。明确推动集中式风电、集中式光伏、分散式风电和分布式光伏等多种风电、太阳能发电项目上网电量全部进入电力市场，以适宜方式推动新能源项目参与现货市场交易，完善现货市场、中长期市场和绿电市场交易机制。,https://fgw.fujian.gov.cn/zfxxgkzl/zfxxgkml/bwgfxwj/202510/t20251028_7027029.htm,350000
2025/10/28,上海市,《关于进一步做好我市光伏发电管理的通知》,政策制度,光伏,旨在推动上海市光伏发电高质量发展。对项目分类管理、光伏行业管理、上网模式、项目备案服务、并网消纳、项目建设等六方面做出规范，明确新建光伏发电应实现“可观、可测、可调、可控”，鼓励存量分布式光伏发电逐步改造具备相应功能。,https://fgw.sh.gov.cn/fgw_ny/20251024/3a388cc26089427fbe1a96e779e2890a.html,310000
2025/10/29,湖北省,《关于有序推动绿电直连项目建设的通知》,政策制度,"新能源,绿电",旨在有序推动湖北省绿电直连项目建设。指出绿电直连项目包含未向电网企业报装，或已报装但未确定供电方案的新增负荷，可配套建设通过直连线路供电的新能源。明确绿电直连项目方案编制应为整体化方案，应明确投资主体，应符合土地、环保、技术、政策要求，应做好源荷匹配等要求。,https://fgw.hubei.gov.cn/fbjd/zc/zcwj/tz/202510/t20251029_5800102.shtml,420000
2025/10/30,上海市,《上海市碳普惠管理办法》,政策制度,碳普惠,旨在规范上海市碳普惠机制建设和运行管理，推动形成绿色低碳生产生活方式。鼓励碳普惠相关主体选取区域代表性强、减排效益好、数据可靠性高的项目和场景开发方法学。明确减排项目、减排场景开发、减排量管理、减排量消纳方式、碳积分兑换等多项要求。,https://sthj.sh.gov.cn/hbzhywpt2022/20251030/5c8129b3a2b340ad8a05947183c22587.html,310000
2025/10/30,河南省,《关于印发河南省钢铁产业提质升级行动计划等 10个行动计划的通知》,政策制度,"产业领域,绿色化转型",旨在进一步推动河南省钢铁、煤炭、有色金属、食品、化工、建材、轻工业、纺织服装、医药和工程机械产业高端化、智能化、绿色化转型，实现行业高质量发展。提出鼓励建设绿色工业园区；支持打造绿色工厂、绿色供应链管理企业、零碳工厂；推广应用清洁高效制造工艺等多项举措。,https://www.henan.gov.cn/2025/10-30/3240265.html,410000
2025/10/30,湖北省,《湖北省2024年度碳排放权配额分配方案》,政策制度,碳排放管理,旨在科学合理地确定湖北省试点碳市场2024年度碳排放配额，规范有序地开展配额分配和管理。将化工、石化、数据中心等16个行业年温室气体排放达1.3万吨二氧化碳当量及以上的工业企业纳入碳排放配额管理，并将医药、造纸、食品饮料行业甲烷排放纳入碳排放配额管理。明确配额总量、计算方法、分配方法、调整机制、发放、抵消和激励机制。,https://sthjt.hubei.gov.cn/fbjd/zc/zcwj/sthjt/ehh/202510/t20251030_5801672.shtml,420000
2025/11/3,上海市,《上海市固定资产投资项目节能审查和碳排放评价实施办法》,标准及许可,碳排放评价,旨在建立上海市能耗双控向碳排放双控全面转型新机制，加强固定资产投资项目能源消费和碳排放管理，提高能源利用效率。明确对固定资产投资项目的分级分类管理、节能审查程序和监督管理责任。,https://fgw.sh.gov.cn/fgw_gfxwj/20251105/d902c21dd77a4606a82c2e30866d8dbf.html,310000
2025/11/3,福建省,《福建省2024年度碳排放配额分配实施方案》,政策制度,碳排放管理,旨在进一步发挥市场机制在控制福建省温室气体排放、降低全社会减排成本的重要作用。针对电力、钢铁、化工、石化、有色、民航、建材、造纸、陶瓷等九大行业，2021至2023年任一年排放二氧化碳1.3万吨以上的重点排放单位，提出碳排放配额计算方法。,https://sthjt.fujian.gov.cn/zwgk/zfxxgkzl/zfxxgkml/mlstbh/202511/t20251103_7029260.htm,350000
2025/11/4,浙江省,《浙江省新能源上网电价市场化改革实施方案》及配套细则,政策制度,"电价市场化,新能源",旨在促进浙江省能源结构转型和新能源产业高质量发展。明确推动风电、光伏发电等新能源项目全面进入现货市场、有序参与中长期市场；建立新能源存量项目机制电价标准、增量项目机制电价竞价标准、新能源机制电价差价电费结算规则等。,https://fzggw.zj.gov.cn/art/2025/11/4/art_1229123351_2578716.html,330000
2025/11/5,河北省,《河北省高速公路服务区碳普惠碳减排量核算方法学》等3个减排量核算方法学,标准及许可,"碳普惠,碳减排",旨在积极推进河北省交通领域碳减排方法学编制工作，系统推进零碳服务区试点建设，制定高速公路服务区碳普惠、充换电建设运营项目和广场照明节能改造项目碳减排量核算方法学。提出基准线排放量、碳普惠行为排放量和碳普惠行为减排量计算方法；并明确监测数据和监测程序。,https://hbepb.hebei.gov.cn/res/hbhjt/upload/file/20251105/2a4dca85c0614b2991b54cac415bcd7c.pdf,130000
2025/11/6,北京市,《北京市深化新能源上网电价市场化改革工作实施方案》,政策制度,"电价市场化,新能源",旨在加快构建北京市新型电力系统，健全绿色低碳发展机制。提出推动新能源项目上网电量全部参与市场交易、完善新能源项目上网电价市场形成机制、持续完善支持新能源高质量发展的制度机制和强化新能源市场改革政策协同等多项举措。,https://fgw.beijing.gov.cn/fgwzwgk/2024zcwj/bwgfxwj/202511/t20251107_4265642.htm,110000
2025/11/7,湖北省,《湖北省固定资产投资项目节能审查和碳排放评价实施办法》,标准及许可,碳排放评价,旨在建立湖北省能耗双控向碳排放双控全面转型新机制，加强固定资产投资项目能源消费和碳排放管理。提出固定资产投资项目节能审查意见是项目开工建设、竣工验收和运营管理的重要依据。明确对固定资产投资项目的管理职责、审查程序和监督管理。,https://fgw.hubei.gov.cn/fbjd/zc/gfwj/wj/202511/t20251107_5807372.shtml,420000
2025/11/7,重庆市,《关于进一步明确2024年度重庆市碳排放配额减污降碳激励机制有关事项的通知》,政策制度,"碳排放管理,减污降碳",旨在落实重庆市减污降碳相关激励政策，做好减污降碳激励配额发放工作。明确对2024年度重污染天气重点行业绩效评级为“绩效引领”的重点排放单位参照B级增发配额，对零碳园区内的重点排放单位适用等量法分配配额的生产线不再增发配额。,https://sthjj.cq.gov.cn/zwgk_249/zfxxgkml/zcwj/qtwj/202511/t20251105_15142648.html,500000
2025/11/12,内蒙古自治区,《全面推进美丽内蒙古建设筑牢我国北方重要生态安全屏障规划纲要 （2025—2035年）》,政策制度,美丽中国,旨在将内蒙古自治区打造为生态安全屏障建设的全国典范、资源能源绿色低碳发展的先行标杆。分阶段目标到2035年，生态环境治理体系和治理能力现代化基本实现。提出全面加强重点领域节能降碳、推进多层次多领域减污降碳协同创新、提升能源资源绿色化水平、持续深化VOCs治理及实施重污染天气消除行动等多项措施。,https://www.nmg.gov.cn/zwgk/zfxxgk/zfxxgkml/202511/t20251112_2816687.html,150000
2025/11/19,青海省,《青海省推进绿色低碳转型加快融入全国碳市场建设实施方案》,政策制度,"绿色低碳转型,碳排放管理",旨在运用市场机制积极应对气候变化，加快青海省经济社会发展全面绿色转型。分阶段目标到2030年，重点排放单位温室气体排放核算报告基本成熟，碳市场主题和交易产品更加多元化。明确深度融入全国强制减排市场建设、稳妥开展自愿减排项目开发交易、巩固提升参与融入全国碳市场能力、持续推进绿色低碳转型等多项任务。,http://www.qinghai.gov.cn/xxgk/xxgk/fd/zfwj/202511/t20251118_376248.html,630000
2025/11/25,河北省,《河北省虚拟电厂建设运营实施意见》,政策制度,新能源,旨在完善河北省虚拟电厂市场化运营管理机制，建立支持平台和应用规范，鼓励各类主体参与投资、建设和运营，加快推动虚拟电厂规范化、规模化、常态化、市场化发展。目标分阶段到2030年虚拟电厂应用场景进一步拓展。明确建立健全运行管理制度、推进虚拟电厂运营主体发展、健全参与电力市场规则体系、强化技术支撑服务、提升虚拟电厂安全运行水平等多项重点任务。,https://hbdrc.hebei.gov.cn/xxgk_2232/zc/wgfxwj/202511/t20251127_128842.html,130000
2025/11/27,山西省,《山西省生态环境保护条例》,政策制度,环境保护条例,旨在保护和改善生态环境，防治污染和其他公害，全面推进人与自然和谐共生的美丽山西建设。明确在大气污染重点区域实施煤炭消费总量控制；施工单位制定施工扬尘污染防治实施方案；加强煤炭清洁高效利用，促进绿色清洁能源发展和利用规模；构建区域绿色低碳循环产业等多项要求。,https://www.sxpc.gov.cn/zyfb/zxfg/art/2025/art_4a15dea63cd14049bc0ea03dae94e34b.html,140000
2025/11/27,湖北省,《湖北省分布式光伏发电开发建设管理实施细则》,政策制度,"新能源,分布式光伏",旨在促进湖北省分布式光伏就近就地开发利用，推动分布式光伏健康可持续发展。明确利用新能源汽车充换电站顶棚建设以及与路灯、农村光伏长廊等基础设施结合的光伏发电设施，参照一般工商业分布式光伏管理；农光互补、渔光互补以及小型地面光伏电站，按集中式光伏电站进行管理；备案管理、建设管理及运行管理等标准。,https://fgw.hubei.gov.cn/fbjd/xxgkml/jgzn/wgdw/nyj/xnyhkzsnyc/tzgg/202511/t20251127_5821728.shtml,420000
2025/11/28,重庆市,《重庆市要素市场化配置综合改革试点行动方案》,政策制度,绿色低碳转型,旨在持续优化重庆市制度供给和政府供给，破除阻碍要素自由流动和高效配置的体制机制障碍。明确通过深化天然气体制改革、深化电力市场改革、推动碳市场提质增效、健全环境权益实现机制实现资源环境市场制度建设。提出聚焦航空航天、人工智能、低空经济、新型能源、生命健康等新业态领域孵化应用场景。,https://www.cq.gov.cn/zwgk/zfxxgkml/szfwj/xzgfxwj/szf/202511/t20251128_15195161.html,500000
2025/11/28,上海市,《上海市海洋产业发展规划（2026—2035年）》,政策制度,"新质生产力,海洋产业,绿色染料",旨在加快将上海市建设为现代海洋城市，构建现代海洋产业体系，以新质生产力推动海洋经济高质量发展。目标到2035年全面建设中国特色海洋强国建设引领区和国际领先的现代海洋城市。明确加强船舶绿色燃料技术路线研究，加快绿色造修船规范与标准体系建设，建设国际航运绿色燃料加注中心，加快深远海风电示范项目重大工程建设等重点任务。,https://www.shanghai.gov.cn/nw12344/20251128/8cb4ee11f11c4e778430bf79a7aaa753.html,310000
2025/11/28,广东省,《广东新能源参与电力市场交易补充细则》,政策制度,新能源,旨在健全适应新能源发展的市场发展机制，平稳推进广东省风电、光伏等新能源电量全部进入电力市场。明确新能源报价报量参与现货市场，可同时参与电能量中长期交易；聚合为发电类虚拟电厂报量报价参与现货市场，可同时参与电能量中长期交易；作为价格接受者参与现货市场，不能参与电能量中长期交易三种参与电力市场方式。,https://gdshe.org/article/26383.html,440000
2025/12/1,辽宁省,《辽宁省固定资产投资项目节能审查和碳排放评价实施办法》,标准及许可,碳排放评价,旨在建立辽宁省能耗双控向碳排放双控全面转型新机制，加强固定资产投资项目能源消费和碳排放管理。要求各部门加强对节能审查工作的总体指导和统筹协调，坚持节约优先、能效引领，强化节能降碳指标管理，合理控制能源化石消费，坚决遏制高能耗、高排放、低水平项目盲目上马。明确固定资产投资项目的分级分类管理、节能审查程序和监督管理责任。,"https://fgw.ln.gov.cn/uiFramework/js/pdfjs/web/viewer.html?file=/fgw/articleFileDir/2025-12/01/5b3248cd87be436881ae28bfa0ac4f8f/2025112414563036244.pdf&aisite-article-file=fgw,5b3248cd87be436881ae28bfa0ac4f8f,2025-12-01%2012:51:35",210000
2025/12/2,湖北省,《湖北省人民政府办公厅关于加快推进绿色智能建造产业发展的实施意见》,政策制度,建筑行业,旨在加快推进湖北省建筑业绿色智能转型和高质量发展。明确以智能建造赋能绿色创新发展推动产业集聚发展，打造绿色智能建造标杆项目大力培育市场主体，打造绿色智能建造产业互联网，加强绿色建材、智能装备、人力资源、建造技术、资金和信息流等生产要素协同推动高水平供需对接等实施意见。,https://www.hubei.gov.cn/zfwj/ezbf/202512/t20251202_5825014.shtml,420000
2025/12/2,上海市,《上海市碳普惠减排项目方法学 浅层地热能地源热泵供暖制冷的利用（SHCER01010032025Ⅱ）》,标准及许可,"碳普惠,地热能,地源热泵",旨在加快推进上海市碳普惠体系建设，促进浅层地热能开发利用，减少化石能源消耗。认定核算边界包括地埋管或地表水的循环换热取水管和地源热泵机组、项目区域内替代的既有或拟建的供暖、制冷设施。项目核算的温室气体排放源为CO2。明确基准线排放量计算、减排项目排放量计算、减排项目泄漏计算和减排量核算公式。,https://sthj.sh.gov.cn/hbzhywpt1098/ydqhbh/tph/20251202/b1b56acc6eeb43de97c223493f434666.html?sessionid=,310000
2025/12/2,青海省,《青海省虚拟电厂建设与运行管理方案》,政策制度,新能源,旨在规范青海省虚拟电厂建设运行管理，推动虚拟电厂规范化、常态化、规模化和市场化发展，提升电力保供和能源转型支撑能力。目标建设符合技术要求的虚拟电厂运营平台，为虚拟电厂参与中长期、现货、辅助服务、需求响应等各类市场提供参考。明确虚拟电厂范围、建设任务、系统建设与接入、虚拟电厂建设及市场运营等多项要求。,http://fgw.qinghai.gov.cn/zfxxgk/sdzdgknr/fgwwj/202512/t20251204_90702.html,630000
2025/12/5,江西省,《江西省特定地域单元生态产品价值（VEP）核算技术导则（试行）》,标准及许可,生态产品价值,"旨在指导和规范江西省特定地域单元生态产品价值（VEP）核算工作，提高核算的科学性、规范性、可操作性。适用于指导江西省行政区域内，以特定地域单元为载体，开展以生态保护和生态要素产业化开发为目标的生态产品价值核算工作。本导则给出了江西省特定地域单元生态产品价值（VEP）核算评估所涉及的核算原则、核算步骤、核算方法、评估报告等内容。
",https://drc.jiangxi.gov.cn/jxsfzhggwyh/col/col4990/content/content_1996848463198818304.html,360000
2025/12/8,云南省,《云南省固定资产投资项目节能审查和碳排放评价实施办法》,标准及许可,碳排放评价,旨在建立云南省能耗双控向碳排放双控全名转型新机制，加强固定资产投资项目能源消费和碳排放管理。提出根据固定资产投资项目建成投产后年综合能源消费量、煤炭消费量，云南省节能审查实行分级、分类管理。明确节能审查固定资产投资项目审查程序及监督管理办法。,https://yndrc.yn.gov.cn/html/2025/xingzhengguifanxingwenjian_1209/24624.html,530000
2025/12/9,北京市,《北京市碳足迹管理体系建设工作方案》,政策制度,碳足迹,旨在加快建立北京市碳足迹管理体系，推动形成绿色低碳供应链和生产生活方式，增强绿色低碳竞争力，助力实现碳达峰碳中和目标。目标到2027年，本市碳足迹管理体系初步建立。制定发布10个以上重点产品和典型服务碳足迹核算方法的标准或技术规范，初步构建本市重点产品和服务碳足迹因子数据库，完成15个产品或服务的碳足迹认证，培育一批专业服务机构，有力支撑企业绿色低碳供应链优化升级。到2030年，本市碳足迹管理体系更加完善。碳足迹核算方法标准或技术规范覆盖领域更加广泛，碳足迹数据库建设稳步推进，碳足迹管理制度更加健全，碳足迹应用场景更加丰富，有力推进产业链供应链绿色低碳转型。,https://sthjj.beijing.gov.cn/bjhrb/index/xxgk69/zfxxgk43/fdzdgknr2/zcfb/2024bzcwj/743878964/index.html,110000
2025/12/10,云南省,《云南省高质量推进零碳园区建设方案》,政策制度,零碳园区,旨在深化云南省零碳园区建设探索实践。目标到2030年，高质量建成2个及以上国家级零碳园区和15个省级零碳园区，并带动全省园区绿色低碳化水平持续提升。深化园区用能结构转型，支撑零碳园区高比例绿电直接供应；推进园区节能降碳；优化园区产业结构，发展“绿电+先进制造业”、“绿电+智能算力”等；强化园区资源节约集约，加强园区绿色供应链管理；完善升级园区基础设施建设，推进建筑、交通、碳汇等多领域协同降碳；加强先进适用技术应用；提升园区能碳管理能力。,https://yndrc.yn.gov.cn/html/2025/tongzhigonggao_1210/24639.html,530000
2025/12/11,河南省,《河南省深化新能源上网电价市场化改革实施方案》,政策制度,"电价市场化,新能源",旨在充分发挥市场在资源配置中的决定性作用，大力推动河南省新能源高质量发展。全省新能源（风电、光伏，下同）上网电量2026年1月1日起原则上全部进入电力市场，上网电价通过市场交易形成。新能源项目可报量报价参与市场交易，也可接受市场形成价格。包括建立支持新能源可持续发展的价格结算机制、优化完善适应新能源市场化改革的市场规则等。,https://fgw.henan.gov.cn/2025/12-11/3272958.html,410000
2025/12/12,广东省,《广东省零碳园区建设方案》,政策制度,零碳园区,旨在通过能源供给零碳化、产业发展绿色化、基础设施绿色化、资源利用循环化、运营管理智慧化等建设路径，加快广东省建设一批国家级、省级零碳园区。目标分阶段到2030年，建成一批零碳园区，零碳园区技术装备、商业模式、政策标准及服务体系等逐步健全，在如期实现碳达峰目标过程中作出积极贡献，为经济社会发展全面绿色转型提供有力支撑。,https://drc.gd.gov.cn/ndjh/content/post_4828442.html,440000
2025/12/12,江西省,《江西省加快经济社会发展全面绿色转型的若干措施》,政策制度,绿色转型,旨在健全绿色低碳发展机制，不断完善绿色低碳循环发展经济体系，加快江西省经济社会发展全面绿色转型。出台20条政策措施，包括：发展绿色低碳产业、支持传统产业转型升级、完善生态产品价值制度化评价等。,https://drc.jiangxi.gov.cn/jxsfzhggwyh/col/col4990/content/content_1999302012503592960.html,360000
2025/12/22,辽宁省,《辽宁省推动绿电直连建设实施方案(2025-2027年)》,政策制度,新能源,全面提升辽宁省新能源消纳空间，探索创新新能源生产和消费融合发展模式，促进新能源就近就地消纳。本实施方案所提绿电直连是指风电、太阳能发电、生物质发电等新能源不直接接入公共电网，通过直连线路向单一电力用户供给绿电，可实现供给电量清晰物理溯源的模式。方案明确了直连类型、电源要求、电力用户符合要求等。,"https://fgw.ln.gov.cn/uiFramework/js/pdfjs/web/viewer.html?file=/fgw/articleFileDir/2025-12/24/4e3a44e443c54ce08bcb73a20121aa32/2025122415211962129.pdf&aisite-article-file=fgw,4e3a44e443c54ce08bcb73a20121aa32,2025-12-24%2015:21:22",210000
2025/12/25,天津市,《天津市2025年度碳排放配额分配方案》,政策制度,碳排放管理,旨在持续深化天津市碳排放权交易市场建设，做好2025年度碳排放配额分配相关工作。根据国家和本市温室气体排放控制目标，确定天津碳市场2025年度碳排放配额总量约为0.4亿吨，包括重点排放单位碳排放配额和政府储备配额。其中，政府储备配额占5%，用于碳排放配额调整、有偿发放和市场调节等。包含配额分配、配额发放、配额清缴等内容。,https://sthj.tj.gov.cn/ZWGK4828/ZCWJ6738/sthjjwj/202512/t20251229_7210436.html,120000
2025/12/29,山东省,《关于推进绿色转型健全碳足迹管理体系的行动方案》,政策制度,"碳足迹,绿色转型",旨在健全山东省绿色低碳发展机制，加快经济社会发展全面绿色转型，形成绿色低碳供应链和生产生活方式。目标分阶段到2030年，产品碳排放管理政策体系更加完备，绿色低碳供应链和生产生活方式基本形成，经济社会发展全面绿色转型取得显著成效，助推碳达峰目标实现和美丽山东建设。重点任务包含开展典型区域、行业、产品碳足迹试点；建立健全产品碳足迹管理体系等。,http://www.shandong.gov.cn/jpaas-jpolicy-web-server/front/info/detail?iid=62653dad6bad4cd5866d90a8bdd22564,370000
2025/12/30,天津市,《天津市固定资产投资项目节能审查和碳排放评价实施办法》,标准及许可,"碳排放评价,节能审查",旨在建立天津市能耗双控向碳排放双控全面转型新机制，加强固定资产投资项目能源消费和碳排放管理。适用于各级人民政府投资主管部门管理的在本市行政区域内建设的固定资产投资项目，包括新建、改建、扩建和技术改造等项目。包含管理职责、审查程序等五个章节25条内容。,https://fzgg.tj.gov.cn/zwgk_47325/zcfg_47338/zcwjx/fgwj/202512/t20251230_7211808.html,120000
2025/12/30,上海市,《上海市鼓励购买和使用新能源汽车实施办法》,政策制度,新能源,旨在有效推进上海市大气环境治理和节能减排工作，促进新能源汽车产业加快发展。提出在非营业性客车总量控制的原则下，对消费者购买新能源汽车用于非营运的，免费发放专用牌照额度。包括支持以旧换新、专用牌照额度申领等内容。,https://www.shanghai.gov.cn/nw12344/20251231/18b207956b4e43e299ea407d223122f9.html,310000
2025/12/31,湖北省,《关于建立新型储能价格机制的通知》,政策制度,"新能源,新型储能",旨在为加快完善湖北省新型储能价格机制，更好发挥新型储能灵活调节作用，保障电力系统安全平稳运行。涵盖了电网侧、电源侧和用户侧三大应用场景。最为关键的是，首次明确了电网侧独立储能项目的容量补偿标准，暂定为165元/千瓦·年。提出明确新型储能充放电价格机制、建立电网侧独立储能容量补偿机制、完善相关配套政策三方面十项措施。自2026年2月1日起执行。,https://fgw.hubei.gov.cn/fbjd/zc/gfwj/gf/202601/t20260104_5847650.shtml,420000
2025/12/31,云南省,《云南省〈生态保护补偿条例〉 实施细则》,政策制度,生态保护补偿,旨在筑牢我国西南生态安全屏障，加快云南省发展方式绿色转型，规范生态保护补偿行为。生态保护补偿是指通过财政纵向补偿、地区间横向补偿、市场机制补偿等机制，对按照规定或者约定开展生态保护的单位和个人予以补偿的激励性制度安排。生态保护补偿可以采取资金补偿、对口协作、产业转移、人才培训、共建园区、购买生态产品和服务等多种补偿方式。,https://www.yn.gov.cn/zwgk/zcwj/zxwj/202512/t20251230_322027.html,530000
2025/12/31,甘肃省,《关于建立发电侧可靠容量补偿机制的通知（试行）》,政策制度,"电力市场,新型电力系统",为适应甘肃省新型电力系统能源安全和绿色转型的发展需要，支持煤电向基础保障性和系统调节性电源并重转型，推动新型储能有序发展，充分发挥支撑调节作用，逐步构建起有效反映各类电源电量价值和容量价值的两部制电价。提出对电力系统确有需要并在全年系统顶峰时段能持续稳定供电的机组，建立发电侧可靠容量补偿机制，根据其可靠容量进行补偿。补偿范围暂包括合规在运的公用煤电机组、电网侧独立新型储能，均不含直流配套电源。明确了补偿标准、容量电费结算等内容。,https://fzgg.gansu.gov.cn/fzgg/tzgg/202512/174264978.shtml,620000